Year;Economy;Economy Label;Flow;Flow Label;Direction;Direction Label;US$ at current prices in millions;US$ at current prices in millions Footnote;US$ at current prices in millions Missing value;US$ at current prices per capita;US$ at current prices per capita Footnote;US$ at current prices per capita Missing value;Percentage of total world;Percentage of total world Footnote;Percentage of total world Missing value;Percentage of Gross Domestic Product;Percentage of Gross Domestic Product Footnote;Percentage of Gross Domestic Product Missing value;Percentage of Gross Fixed Capital Formation;Percentage of Gross Fixed Capital Formation Footnote;Percentage of Gross Fixed Capital Formation Missing value
2021;5300;Asia;9;Stock;1;Inward;11690179;;;2478;;;25;;;31;;;92;;
2021;5300;Asia;9;Stock;2;Outward;10745029;;;2336;;;25;;;29;;;85;;
2021;5310;Central Asia;8;Flow;1;Inward;7226;;;93;;;0;;;2;;;7;;
2021;5310;Central Asia;8;Flow;2;Outward;1504;;;21;;;0;;;1;;;2;;
2021;5310;Central Asia;9;Stock;1;Inward;213515;;;2742;;;0;;;63;;;209;;
2021;5310;Central Asia;9;Stock;2;Outward;17016;;;240;;;0;;;6;;;23;;
2021;5330;Eastern Asia;8;Flow;1;Inward;390385;;;234;;;24;;;2;;;4;;
2021;5330;Eastern Asia;8;Flow;2;Outward;564898;;;345;;;30;;;2;;;6;;
2021;5330;Eastern Asia;9;Stock;1;Inward;6309400;;;3789;;;13;;;24;;;66;;
2021;5330;Eastern Asia;9;Stock;2;Outward;7783850;;;4749;;;18;;;30;;;81;;
2021;5350;South-eastern Asia;8;Flow;1;Inward;208447;;;307;;;13;;;6;;;23;;
2021;5350;South-eastern Asia;8;Flow;2;Outward;90962;;;147;;;5;;;3;;;11;;
2021;5350;South-eastern Asia;9;Stock;1;Inward;3356848;;;4937;;;7;;;99;;;377;;
2021;5350;South-eastern Asia;9;Stock;2;Outward;2028482;;;3240;;;5;;;61;;;234;;
2021;5320;Southern Asia;8;Flow;1;Inward;52683;;;26;;;3;;;1;;;4;;
2021;5320;Southern Asia;8;Flow;2;Outward;17716;;;9;;;1;;;0;;;1;;
2021;5320;Southern Asia;9;Stock;1;Inward;653445;;;326;;;1;;;15;;;51;;
2021;5320;Southern Asia;9;Stock;2;Outward;216180;;;110;;;0;;;5;;;17;;
2021;5340;Western Asia;8;Flow;1;Inward;90494;;;388;;;6;;;3;;;11;;
2021;5340;Western Asia;8;Flow;2;Outward;71150;;;305;;;4;;;2;;;8;;
2021;5340;Western Asia;9;Stock;1;Inward;1156972;;;3963;;;2;;;33;;;138;;
2021;5340;Western Asia;9;Stock;2;Outward;699501;;;2396;;;2;;;20;;;83;;
2021;5400;Europe;8;Flow;1;Inward;171360;;;229;;;11;;;1;;;3;;
2021;5400;Europe;8;Flow;2;Outward;702435;;;939;;;37;;;3;;;14;;
2021;5400;Europe;9;Stock;1;Inward;16755022;;;22397;;;36;;;70;;;325;;
2021;5400;Europe;9;Stock;2;Outward;18809752;;;25144;;;43;;;78;;;364;;
2021;5410;Eastern Europe;8;Flow;1;Inward;108117;;;370;;;7;;;3;;;14;;
2021;5410;Eastern Europe;8;Flow;2;Outward;79634;;;272;;;4;;;2;;;11;;
2021;5410;Eastern Europe;9;Stock;1;Inward;1392679;;;4765;;;3;;;37;;;185;;
2021;5410;Eastern Europe;9;Stock;2;Outward;510509;;;1747;;;1;;;14;;;68;;
2021;5420;Northern Europe;8;Flow;1;Inward;-21745;;;-205;;;-1;;;0;;;-2;;
2021;5420;Northern Europe;8;Flow;2;Outward;222573;;;2094;;;12;;;4;;;19;;
2021;5420;Northern Europe;9;Stock;1;Inward;4977707;;;46825;;;11;;;88;;;429;;
2021;5420;Northern Europe;9;Stock;2;Outward;4965487;;;46710;;;11;;;88;;;428;;
2021;5430;Southern Europe;8;Flow;1;Inward;94563;;;622;;;6;;;2;;;11;;
2021;5430;Southern Europe;8;Flow;2;Outward;73812;;;485;;;4;;;2;;;8;;
2021;5430;Southern Europe;9;Stock;1;Inward;2103684;;;13829;;;4;;;48;;;239;;
2021;5430;Southern Europe;9;Stock;2;Outward;1684815;;;11075;;;4;;;39;;;191;;
2021;5440;Western Europe;8;Flow;1;Inward;-9576;;;-49;;;-1;;;0;;;0;;
2021;5440;Western Europe;8;Flow;2;Outward;326417;;;1654;;;17;;;3;;;14;;
2021;5440;Western Europe;9;Stock;1;Inward;8280952;;;41951;;;18;;;81;;;349;;
2021;5440;Western Europe;9;Stock;2;Outward;11648942;;;59013;;;27;;;114;;;491;;
2021;5500;Oceania;8;Flow;1;Inward;29250;;;662;;;2;;;1;;;6;;
2021;5500;Oceania;8;Flow;2;Outward;3421;;;78;;;0;;;0;;;1;;
2021;5500;Oceania;9;Stock;1;Inward;887099;;;20089;;;2;;;43;;;187;;
2021;5500;Oceania;9;Stock;2;Outward;646532;;;14664;;;1;;;31;;;136;;
2021;1;Individual economies;8;Flow;1;Inward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2021;1;Individual economies;8;Flow;2;Outward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2021;1;Individual economies;9;Stock;1;Inward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2021;1;Individual economies;9;Stock;2;Outward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2021;4;Afghanistan;8;Flow;1;Inward;21;Asset/liability basis,;;1;;;0;;;0;;;1;;
2021;4;Afghanistan;8;Flow;2;Outward;31;Asset/liability basis,;;1;;;0;;;0;;;2;;
2021;4;Afghanistan;9;Stock;1;Inward;1613;;;40;;;0;;;11;;;82;;
2021;4;Afghanistan;9;Stock;2;Outward;165;;;4;;;0;;;1;;;8;;
2021;8;Albania;8;Flow;1;Inward;1234;;;433;;;0;;;7;;;28;;
2021;8;Albania;8;Flow;2;Outward;63;;;22;;;0;;;0;;;1;;
2021;8;Albania;9;Stock;1;Inward;9786;;;3434;;;0;;;55;;;224;;
2021;8;Albania;9;Stock;2;Outward;830;;;291;;;0;;;5;;;19;;
2021;12;Algeria;8;Flow;1;Inward;870;;;19;;;0;;;1;;;2;;
2021;12;Algeria;8;Flow;2;Outward;-52;;;-1;;;0;;;0;;;0;;
2021;12;Algeria;9;Stock;1;Inward;35389;;;791;;;0;;;22;;;62;;
2021;12;Algeria;9;Stock;2;Outward;2725;;;61;;;0;;;2;;;5;;
2021;24;Angola;8;Flow;1;Inward;-4355;;;-126;;;0;;;-6;;;-64;;
2021;24;Angola;8;Flow;2;Outward;-1057;;;-31;;;0;;;-2;;;-15;;
2021;24;Angola;9;Stock;1;Inward;20861;;;604;;;0;;;30;;;305;;
2021;24;Angola;9;Stock;2;Outward;5218;;;151;;;0;;;7;;;76;;
2021;660;Anguilla;8;Flow;1;Inward;87;Asset/liability basis,;;5989;;;0;;;29;;;107;;
2021;660;Anguilla;8;Flow;2;Outward;-74;Asset/liability basis,;;-5093;;;0;;;-24;;;-91;;
2021;660;Anguilla;9;Stock;1;Inward;1281;Asset/liability basis,;;88511;;;0;;;426;;;1583;;
2021;660;Anguilla;9;Stock;2;Outward;93;Asset/liability basis,;;6433;;;0;;;31;;;115;;
2021;28;Antigua and Barbuda;8;Flow;1;Inward;296;Asset/liability basis,;;3210;;;0;;;19;;;44;;
2021;28;Antigua and Barbuda;8;Flow;2;Outward;-36;Asset/liability basis,;;-385;;;0;;;-2;;;-5;;
2021;28;Antigua and Barbuda;9;Stock;1;Inward;1776;Asset/liability basis,;;19228;;;0;;;114;;;265;;
2021;28;Antigua and Barbuda;9;Stock;2;Outward;84;Asset/liability basis,;;913;;;0;;;5;;;13;;
2021;32;Argentina;8;Flow;1;Inward;6903;;;152;;;0;;;1;;;8;;
2021;32;Argentina;8;Flow;2;Outward;1537;;;34;;;0;;;0;;;2;;
2021;32;Argentina;9;Stock;1;Inward;100119;;;2210;;;0;;;21;;;116;;
2021;32;Argentina;9;Stock;2;Outward;43223;;;954;;;0;;;9;;;50;;
2021;51;Armenia;8;Flow;1;Inward;366;;;128;;;0;;;3;;;12;;
2021;51;Armenia;8;Flow;2;Outward;25;;;9;;;0;;;0;;;1;;
2021;51;Armenia;9;Stock;1;Inward;5629;;;1961;;;0;;;41;;;191;;
2021;51;Armenia;9;Stock;2;Outward;519;;;181;;;0;;;4;;;18;;
2021;533;Aruba;8;Flow;1;Inward;143;;;1330;;;0;;;5;;;22;;
2021;533;Aruba;8;Flow;2;Outward;4;;;37;;;0;;;0;;;1;;
2021;533;Aruba;9;Stock;1;Inward;4425;;;41143;;;0;;;143;;;684;;
2021;533;Aruba;9;Stock;2;Outward;664;;;6171;;;0;;;21;;;103;;
2021;36;Australia;8;Flow;1;Inward;23855;;;919;;;1;;;1;;;6;;
2021;36;Australia;8;Flow;2;Outward;3100;;;119;;;0;;;0;;;1;;
2021;36;Australia;9;Stock;1;Inward;763568;;;29417;;;2;;;44;;;189;;
2021;36;Australia;9;Stock;2;Outward;624879;;;24074;;;1;;;36;;;155;;
2021;40;Austria;8;Flow;1;Inward;17092;;;1906;;;1;;;4;;;13;;
2021;40;Austria;8;Flow;2;Outward;25243;;;2815;;;1;;;5;;;20;;
2021;40;Austria;9;Stock;1;Inward;210197;;;23441;;;0;;;44;;;164;;
2021;40;Austria;9;Stock;2;Outward;253284;;;28246;;;1;;;53;;;198;;
2021;31;Azerbaijan;8;Flow;1;Inward;-1708;;;-167;;;0;;;-3;;;-19;;
2021;31;Azerbaijan;8;Flow;2;Outward;77;;;8;;;0;;;0;;;1;;
2021;31;Azerbaijan;9;Stock;1;Inward;36960;;;3611;;;0;;;67;;;415;;
2021;31;Azerbaijan;9;Stock;2;Outward;26805;;;2619;;;0;;;49;;;301;;
2021;44;Bahamas;8;Flow;1;Inward;1052;;;2653;;;0;;;9;;;40;;
2021;44;Bahamas;8;Flow;2;Outward;66;;;167;;;0;;;1;;;2;;
2021;44;Bahamas;9;Stock;1;Inward;27258;;;68767;;;0;;;236;;;1027;;
2021;44;Bahamas;9;Stock;2;Outward;7346;;;18533;;;0;;;64;;;277;;
2021;48;Bahrain;8;Flow;1;Inward;1779;;;1185;;;0;;;5;;;18;;
2021;48;Bahrain;8;Flow;2;Outward;64;;;43;;;0;;;0;;;1;;
2021;48;Bahrain;9;Stock;1;Inward;33484;;;22297;;;0;;;85;;;346;;
2021;48;Bahrain;9;Stock;2;Outward;19007;;;12656;;;0;;;48;;;197;;
2021;50;Bangladesh;8;Flow;1;Inward;2896;;;17;;;0;;;1;;;2;;
2021;50;Bangladesh;8;Flow;2;Outward;92;;;1;;;0;;;0;;;0;;
2021;50;Bangladesh;9;Stock;1;Inward;21582;;;129;;;0;;;5;;;17;;
2021;50;Bangladesh;9;Stock;2;Outward;390;;;2;;;0;;;0;;;0;;
2021;52;Barbados;8;Flow;1;Inward;239;;;846;;;0;;;5;;;28;;
2021;52;Barbados;8;Flow;2;Outward;18;;;63;;;0;;;0;;;2;;
2021;52;Barbados;9;Stock;1;Inward;8344;;;29572;;;0;;;169;;;992;;
2021;52;Barbados;9;Stock;2;Outward;3843;;;13621;;;0;;;78;;;457;;
2021;112;Belarus;8;Flow;1;Inward;1238;;;134;;;0;;;2;;;8;;
2021;112;Belarus;8;Flow;2;Outward;-71;;;-8;;;0;;;0;;;0;;
2021;112;Belarus;9;Stock;1;Inward;14657;;;1584;;;0;;;21;;;93;;
2021;112;Belarus;9;Stock;2;Outward;1408;;;152;;;0;;;2;;;9;;
2021;56;Belgium;8;Flow;1;Inward;9905;;;856;;;1;;;2;;;7;;
2021;56;Belgium;8;Flow;2;Outward;30095;;;2601;;;2;;;5;;;21;;
2021;56;Belgium;9;Stock;1;Inward;563793;;;48725;;;1;;;94;;;392;;
2021;56;Belgium;9;Stock;2;Outward;717761;;;62032;;;2;;;119;;;499;;
2021;84;Belize;8;Flow;1;Inward;125;;;317;;;0;;;5;;;26;;
2021;84;Belize;8;Flow;2;Outward;2;;;4;;;0;;;0;;;0;;
2021;84;Belize;9;Stock;1;Inward;2538;;;6419;;;0;;;105;;;522;;
2021;84;Belize;9;Stock;2;Outward;75;;;189;;;0;;;3;;;15;;
2021;204;Benin;8;Flow;1;Inward;346;;;26;;;0;;;2;;;7;;
2021;204;Benin;8;Flow;2;Outward;43;;;3;;;0;;;0;;;1;;
2021;204;Benin;9;Stock;1;Inward;2945;;;220;;;0;;;17;;;59;;
2021;204;Benin;9;Stock;2;Outward;349;;;26;;;0;;;2;;;7;;
2021;60;Bermuda;8;Flow;1;Inward;2;;;24;;;0;;;0;;;0;;
2021;60;Bermuda;8;Flow;2;Outward;-27;;;-414;;;0;;;0;;;-3;;
2021;60;Bermuda;9;Stock;1;Inward;2690;;;41602;;;0;;;37;;;286;;
2021;60;Bermuda;9;Stock;2;Outward;114;;;1756;;;0;;;2;;;12;;
2021;64;Bhutan;8;Flow;1;Inward;1;;;1;;;0;;;0;;;0;;
2021;64;Bhutan;9;Stock;1;Inward;414;;;534;;;0;;;15;;;34;;
2021;68;Bolivia (Plurinational State of);8;Flow;1;Inward;584;;;49;;;0;;;1;;;9;;
2021;68;Bolivia (Plurinational State of);8;Flow;2;Outward;91;;;8;;;0;;;0;;;1;;
2021;68;Bolivia (Plurinational State of);9;Stock;1;Inward;10586;;;887;;;0;;;26;;;158;;
2021;68;Bolivia (Plurinational State of);9;Stock;2;Outward;890;;;75;;;0;;;2;;;13;;
2021;70;Bosnia and Herzegovina;8;Flow;1;Inward;683;;;211;;;0;;;3;;;13;;
2021;70;Bosnia and Herzegovina;8;Flow;2;Outward;46;;;14;;;0;;;0;;;1;;
2021;70;Bosnia and Herzegovina;9;Stock;1;Inward;9711;;;2993;;;0;;;41;;;191;;
2021;70;Bosnia and Herzegovina;9;Stock;2;Outward;721;;;222;;;0;;;3;;;14;;
2021;72;Botswana;8;Flow;1;Inward;-319;;;-133;;;0;;;-2;;;-6;;
2021;72;Botswana;8;Flow;2;Outward;-33;;;-14;;;0;;;0;;;-1;;
2021;72;Botswana;9;Stock;1;Inward;5011;;;2087;;;0;;;27;;;101;;
2021;72;Botswana;9;Stock;2;Outward;1053;;;438;;;0;;;6;;;21;;
2021;76;Brazil;8;Flow;1;Inward;50651;;;242;;;3;;;3;;;16;;
2021;76;Brazil;8;Flow;2;Outward;20450;;;98;;;1;;;1;;;7;;
2021;76;Brazil;9;Stock;1;Inward;729577;;;3482;;;2;;;44;;;234;;
2021;76;Brazil;9;Stock;2;Outward;302252;;;1442;;;1;;;18;;;97;;
2021;92;British Virgin Islands;8;Flow;1;Inward;39361;;;1041062;;;2;;;2696;;;11281;;
2021;92;British Virgin Islands;8;Flow;2;Outward;43217;;;1143031;;;2;;;2960;;;12386;;
2021;92;British Virgin Islands;9;Stock;1;Inward;990238;;;26190527;;;2;;;67819;;;283814;;
2021;92;British Virgin Islands;9;Stock;2;Outward;85497;;;2261287;;;0;;;5855;;;24504;;
2021;96;Brunei Darussalam;8;Flow;1;Inward;205;;;453;;;0;;;1;;;5;;
2021;96;Brunei Darussalam;9;Stock;1;Inward;7302;;;16164;;;0;;;52;;;168;;
2021;100;Bulgaria;8;Flow;1;Inward;1794;;;261;;;0;;;2;;;13;;
2021;100;Bulgaria;8;Flow;2;Outward;318;;;46;;;0;;;0;;;2;;
2021;100;Bulgaria;9;Stock;1;Inward;57880;;;8416;;;0;;;69;;;421;;
2021;100;Bulgaria;9;Stock;2;Outward;3463;;;504;;;0;;;4;;;25;;
2021;854;Burkina Faso;8;Flow;1;Inward;-80;;;-4;;;0;;;0;;;-2;;
2021;854;Burkina Faso;8;Flow;2;Outward;-43;;;-2;;;0;;;0;;;-1;;
2021;854;Burkina Faso;9;Stock;1;Inward;2462;;;112;;;0;;;12;;;61;;
2021;854;Burkina Faso;9;Stock;2;Outward;376;;;17;;;0;;;2;;;9;;
2021;108;Burundi;8;Flow;1;Inward;22;;;2;;;0;;;1;;;5;;
2021;108;Burundi;8;Flow;2;Outward;1;;;0;;;0;;;0;;;0;;
2021;108;Burundi;9;Stock;1;Inward;242;;;19;;;0;;;6;;;53;;
2021;108;Burundi;9;Stock;2;Outward;6;;;0;;;0;;;0;;;1;;
2021;132;Cabo Verde;8;Flow;1;Inward;91;;;176;;;0;;;4;;;10;;
2021;132;Cabo Verde;8;Flow;2;Outward;1;;;1;;;0;;;0;;;0;;
2021;132;Cabo Verde;9;Stock;1;Inward;2360;;;4568;;;0;;;113;;;249;;
2021;132;Cabo Verde;9;Stock;2;Outward;81;;;156;;;0;;;4;;;9;;
2021;116;Cambodia;8;Flow;1;Inward;3483;;;205;;;0;;;13;;;50;;
2021;116;Cambodia;8;Flow;2;Outward;92;;;5;;;0;;;0;;;1;;
2021;116;Cambodia;9;Stock;1;Inward;41025;;;2417;;;0;;;152;;;590;;
2021;116;Cambodia;9;Stock;2;Outward;1171;;;69;;;0;;;4;;;17;;
2021;120;Cameroon;8;Flow;1;Inward;964;;;36;;;0;;;2;;;11;;
2021;120;Cameroon;8;Flow;2;Outward;55;;;2;;;0;;;0;;;1;;
2021;120;Cameroon;9;Stock;1;Inward;5558;;;206;;;0;;;12;;;65;;
2021;120;Cameroon;9;Stock;2;Outward;706;;;26;;;0;;;2;;;8;;
2021;124;Canada;8;Flow;1;Inward;60382;;;1570;;;4;;;3;;;13;;
2021;124;Canada;8;Flow;2;Outward;104878;;;2727;;;6;;;5;;;22;;
2021;124;Canada;9;Stock;1;Inward;1548813;;;40277;;;3;;;77;;;322;;
2021;124;Canada;9;Stock;2;Outward;2402100;;;62467;;;6;;;120;;;500;;
2021;136;Cayman Islands;8;Flow;1;Inward;25893;;;369331;;;2;;;430;;;2068;;
2021;136;Cayman Islands;8;Flow;2;Outward;21232;;;302852;;;1;;;352;;;1696;;
2021;136;Cayman Islands;9;Stock;1;Inward;548337;;;7821317;;;1;;;9096;;;43799;;
2021;136;Cayman Islands;9;Stock;2;Outward;344445;;;4913068;;;1;;;5714;;;27513;;
2021;140;Central African Republic;8;Flow;1;Inward;5;;;1;;;0;;;0;;;1;;
2021;140;Central African Republic;9;Stock;1;Inward;691;;;135;;;0;;;27;;;175;;
2021;148;Chad;8;Flow;1;Inward;705;;;40;;;0;;;4;;;22;;
2021;148;Chad;9;Stock;1;Inward;7758;;;435;;;0;;;47;;;239;;
2021;152;Chile;8;Flow;1;Inward;12627;;;649;;;1;;;4;;;17;;
2021;152;Chile;8;Flow;2;Outward;12024;;;618;;;1;;;4;;;16;;
2021;152;Chile;9;Stock;1;Inward;238534;;;12260;;;1;;;75;;;325;;
2021;152;Chile;9;Stock;2;Outward;129891;;;6676;;;0;;;41;;;177;;
2021;156;China;8;Flow;1;Inward;180957;;;127;;;11;;;1;;;2;;
2021;156;China;8;Flow;2;Outward;178819;;;125;;;10;;;1;;;2;;
2021;156;China;9;Stock;1;Inward;3633317;;;2547;;;8;;;20;;;49;;
2021;156;China;9;Stock;2;Outward;2785150;;;1953;;;6;;;16;;;37;;
2021;344;China, Hong Kong SAR;8;Flow;1;Inward;140186;;;18730;;;9;;;38;;;226;;
2021;344;China, Hong Kong SAR;8;Flow;2;Outward;96428;;;12884;;;5;;;26;;;155;;
2021;344;China, Hong Kong SAR;9;Stock;1;Inward;1957365;;;261519;;;4;;;531;;;3150;;
2021;344;China, Hong Kong SAR;9;Stock;2;Outward;1999451;;;267142;;;5;;;542;;;3218;;
2021;446;China, Macao SAR;8;Flow;1;Inward;5280;;;7603;;;0;;;17;;;77;;
2021;446;China, Macao SAR;8;Flow;2;Outward;3211;;;4623;;;0;;;10;;;47;;
2021;446;China, Macao SAR;9;Stock;1;Inward;43222;;;62243;;;0;;;140;;;627;;
2021;446;China, Macao SAR;9;Stock;2;Outward;12523;;;18034;;;0;;;40;;;182;;
2021;158;China, Taiwan Province of;8;Flow;1;Inward;5416;Asset/liability basis,;;230;;;0;;;1;;;3;;
2021;158;China, Taiwan Province of;8;Flow;2;Outward;11341;Asset/liability basis,;;481;;;1;;;1;;;6;;
2021;158;China, Taiwan Province of;9;Stock;1;Inward;127064;Asset/liability basis,;;5394;;;0;;;16;;;63;;
2021;158;China, Taiwan Province of;9;Stock;2;Outward;445173;Asset/liability basis,;;18897;;;1;;;57;;;220;;
2021;170;Colombia;8;Flow;1;Inward;9561;Asset/liability basis,;;187;;;1;;;3;;;16;;
2021;170;Colombia;8;Flow;2;Outward;3181;Asset/liability basis,;;62;;;0;;;1;;;5;;
2021;170;Colombia;9;Stock;1;Inward;219498;Asset/liability basis,;;4288;;;0;;;69;;;363;;
2021;170;Colombia;9;Stock;2;Outward;68653;Asset/liability basis,;;1341;;;0;;;22;;;114;;
2021;174;Comoros;8;Flow;1;Inward;4;;;5;;;0;;;0;;;2;;
2021;174;Comoros;9;Stock;1;Inward;142;;;173;;;0;;;11;;;82;;
2021;178;Congo;8;Flow;1;Inward;532;;;90;;;0;;;4;;;14;;
2021;178;Congo;8;Flow;2;Outward;25;;;4;;;0;;;0;;;1;;
2021;178;Congo;9;Stock;1;Inward;33494;;;5684;;;0;;;227;;;881;;
2021;178;Congo;9;Stock;2;Outward;132;;;22;;;0;;;1;;;3;;
2021;184;Cook Islands;8;Flow;1;Inward;-2;;;-145;;;0;;;-1;;;-4;;
2021;184;Cook Islands;8;Flow;2;Outward;0;Asset/liability basis,;;21;;;0;;;0;;;1;;
2021;184;Cook Islands;9;Stock;1;Inward;177;;;11676;;;0;;;72;;;360;;
2021;184;Cook Islands;9;Stock;2;Outward;14;;;908;;;0;;;6;;;28;;
2021;188;Costa Rica;8;Flow;1;Inward;3231;;;639;;;0;;;5;;;28;;
2021;188;Costa Rica;8;Flow;2;Outward;85;;;17;;;0;;;0;;;1;;
2021;188;Costa Rica;9;Stock;1;Inward;49213;;;9726;;;0;;;76;;;428;;
2021;188;Costa Rica;9;Stock;2;Outward;3654;;;722;;;0;;;6;;;32;;
2021;384;Cote d'Ivoire;8;Flow;1;Inward;1377;;;46;;;0;;;2;;;8;;
2021;384;Cote d'Ivoire;8;Flow;2;Outward;285;;;10;;;0;;;0;;;2;;
2021;384;Cote d'Ivoire;9;Stock;1;Inward;12816;;;432;;;0;;;18;;;75;;
2021;384;Cote d'Ivoire;9;Stock;2;Outward;1310;;;44;;;0;;;2;;;8;;
2021;191;Croatia;8;Flow;1;Inward;4486;;;1143;;;0;;;6;;;31;;
2021;191;Croatia;8;Flow;2;Outward;926;;;236;;;0;;;1;;;6;;
2021;191;Croatia;9;Stock;1;Inward;39180;;;9983;;;0;;;57;;;269;;
2021;191;Croatia;9;Stock;2;Outward;7841;;;1998;;;0;;;11;;;54;;
2021;531;Curacao;8;Flow;1;Inward;146;;;786;;;0;;;5;;;19;;
2021;531;Curacao;8;Flow;2;Outward;3;;;15;;;0;;;0;;;0;;
2021;531;Curacao;9;Stock;1;Inward;940;;;5073;;;0;;;34;;;125;;
2021;531;Curacao;9;Stock;2;Outward;989;;;5336;;;0;;;36;;;131;;
2021;196;Cyprus;8;Flow;1;Inward;7388;;;;;No value reported or collected;0;;;25;;;128;;
2021;196;Cyprus;8;Flow;2;Outward;3278;;;;;No value reported or collected;0;;;11;;;57;;
2021;196;Cyprus;9;Stock;1;Inward;57958;;;;;No value reported or collected;0;;;197;;;1004;;
2021;196;Cyprus;9;Stock;2;Outward;26955;;;;;No value reported or collected;0;;;91;;;467;;
2021;203;Czechia;8;Flow;1;Inward;9051;;;859;;;1;;;3;;;12;;
2021;203;Czechia;8;Flow;2;Outward;7734;;;734;;;0;;;3;;;10;;
2021;203;Czechia;9;Stock;1;Inward;200468;;;19037;;;0;;;71;;;272;;
2021;203;Czechia;9;Stock;2;Outward;55472;;;5268;;;0;;;20;;;75;;
2021;200;Czechoslovakia;8;Flow;1;Inward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2021;200;Czechoslovakia;8;Flow;2;Outward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2021;200;Czechoslovakia;9;Stock;1;Inward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2021;200;Czechoslovakia;9;Stock;2;Outward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2021;408;Dem, People's Rep, of Korea;8;Flow;1;Inward;18;;;1;;;0;;;0;;;;;No value reported or collected
2021;408;Dem, People's Rep, of Korea;9;Stock;1;Inward;939;;;36;;;0;;;6;;;;;No value reported or collected
2021;180;Dem, Rep, of the Congo;8;Flow;1;Inward;1870;;;19;;;0;;;4;;;16;;
2021;180;Dem, Rep, of the Congo;8;Flow;2;Outward;192;;;2;;;0;;;0;;;2;;
2021;180;Dem, Rep, of the Congo;9;Stock;1;Inward;29149;;;294;;;0;;;55;;;257;;
2021;180;Dem, Rep, of the Congo;9;Stock;2;Outward;3241;;;33;;;0;;;6;;;29;;
2021;208;Denmark;8;Flow;1;Inward;7095;;;1211;;;0;;;2;;;8;;
2021;208;Denmark;8;Flow;2;Outward;26138;;;4463;;;1;;;6;;;29;;
2021;208;Denmark;9;Stock;1;Inward;124389;;;21238;;;0;;;31;;;138;;
2021;208;Denmark;9;Stock;2;Outward;246145;;;42027;;;1;;;61;;;273;;
2021;262;Djibouti;8;Flow;1;Inward;168;;;150;;;0;;;5;;;17;;
2021;212;Dominica;8;Flow;1;Inward;28;Asset/liability basis,;;410;;;0;;;5;;;14;;
2021;212;Dominica;8;Flow;2;Outward;2;Asset/liability basis,;;35;;;0;;;0;;;1;;
2021;212;Dominica;9;Stock;1;Inward;512;Asset/liability basis,;;7612;;;0;;;92;;;259;;
2021;212;Dominica;9;Stock;2;Outward;4;Asset/liability basis,;;54;;;0;;;1;;;2;;
2021;214;Dominican Republic;8;Flow;1;Inward;3197;;;287;;;0;;;3;;;11;;
2021;214;Dominican Republic;8;Flow;2;Outward;153;;;14;;;0;;;0;;;1;;
2021;214;Dominican Republic;9;Stock;1;Inward;47883;;;4305;;;0;;;51;;;164;;
2021;214;Dominican Republic;9;Stock;2;Outward;966;;;87;;;0;;;1;;;3;;
2021;218;Ecuador;8;Flow;1;Inward;648;;;37;;;0;;;1;;;3;;
2021;218;Ecuador;9;Stock;1;Inward;21412;;;1211;;;0;;;20;;;95;;
2021;818;Egypt;8;Flow;1;Inward;5122;;;46;;;0;;;1;;;9;;
2021;818;Egypt;8;Flow;2;Outward;367;;;3;;;0;;;0;;;1;;
2021;818;Egypt;9;Stock;1;Inward;137543;;;1240;;;0;;;32;;;244;;
2021;818;Egypt;9;Stock;2;Outward;8848;;;80;;;0;;;2;;;16;;
2021;222;El Salvador;8;Flow;1;Inward;386;;;62;;;0;;;1;;;6;;
2021;222;El Salvador;8;Flow;2;Outward;12;;;2;;;0;;;0;;;0;;
2021;222;El Salvador;9;Stock;1;Inward;9902;;;1583;;;0;;;34;;;167;;
2021;222;El Salvador;9;Stock;2;Outward;1656;;;265;;;0;;;6;;;28;;
2021;226;Equatorial Guinea;8;Flow;1;Inward;562;;;319;;;0;;;5;;;95;;
2021;226;Equatorial Guinea;8;Flow;2;Outward;225;;;128;;;0;;;2;;;38;;
2021;226;Equatorial Guinea;9;Stock;1;Inward;17681;;;10053;;;0;;;144;;;2977;;
2021;232;Eritrea;8;Flow;1;Inward;-31;;;-9;;;0;;;-1;;;-19;;
2021;232;Eritrea;9;Stock;1;Inward;1061;;;317;;;0;;;48;;;651;;
2021;233;Estonia;8;Flow;1;Inward;105;;;79;;;0;;;0;;;1;;
2021;233;Estonia;8;Flow;2;Outward;-770;;;-578;;;0;;;-2;;;-7;;
2021;233;Estonia;9;Stock;1;Inward;34587;;;25971;;;0;;;93;;;322;;
2021;233;Estonia;9;Stock;2;Outward;11729;;;8807;;;0;;;32;;;109;;
2021;748;Eswatini;8;Flow;1;Inward;117;;;97;;;0;;;2;;;18;;
